"Note: The Microsoft product information contained in this document at the time of its publication is a representative example of products offered through various Visual Studio Subscription levels. To confirm specific product availability, visit https://my.visualstudio.com/downloads/. The below product offerings contained in this document are accurate at the time of publication. Microsoft reserves the right to change these product offerings at any time.
"Host Integration Server 2013","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","ü","","","ü",""
"Host Integration Server 2016 Developer","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","ü","","","ü","ü"
"Host Integration Server 2016 Enterprise","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","ü","","","ü",""
"Host Integration Server 2020 Developer","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","ü","","","ü","ü"
"Host Integration Server 2020 Enterprise","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","ü","","","ü",""
"Hyper-V Server 2008","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü",""
"Hyper-V Server 2008 R2","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü",""
"Identity Integration Server","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","","","","ü",""
"Identity Integration Server 2003","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","","","","ü",""
"Identity Integration Server 2003 Service Pack","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","","","","ü",""
"Identity Lifecycle Manager 2007","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","","","","ü",""
"IIS","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","","ü","ü","ü",""
"ILMerge","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","","ü","ü","ü",""
"InfoPath 2003","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","","","","ü",""
"InfoPath 2003 SDK and DDKs","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","","","","ü",""
"InfoPath 2007","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","ü","","","ü",""
"InfoPath 2010","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","","","","ü",""
"InfoPath 2013","","","","","","","","","","","","","","","","","","","","ü","","","",""
"IntelliTrace Collector for Visual Studio 2012","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","","ü","ü","ü","","ü","","ü","","","ü","ü"
"IntelliTrace Collector for Visual Studio 2012 (v. 2012.1)","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","","ü","ü","ü","","ü","","ü","","","ü",""
"IntelliTrace Collector for Visual Studio 2012 (v. 2012.2)","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","","ü","ü","ü","","ü","","ü","","","ü",""
"IntelliTrace Collector for Visual Studio 2012 (v. 2012.4)","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","","ü","ü","ü","","ü","","ü","","","ü",""
"IntelliTrace Collector for Visual Studio 2013 Update 3","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","","ü","","ü","","","ü","ü"
"IntelliTrace Collector for Visual Studio 2013 Update 4","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","","ü","","ü","","","ü",""
"Intellitrace Standalone Collector for Visual Studio 2017 (version 15.0)","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","","ü","","ü","","","ü",""
"Intellitrace Standalone Collector for Visual Studio 2017 (version 15.9)","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","","ü","","ü","","","ü",""
"Intellitrace Standalone Collector for Visual Studio 2019 (version 16.0)","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","","ü","","ü","","","ü",""
"Intellitrace Standalone Collector for Visual Studio 2019 (version 16.4)","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","","ü","","ü","","","ü",""
"Intellitrace Standalone Collector for Visual Studio 2019 (version 16.7)","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","","ü","","ü","","","ü",""
"Intellitrace Standalone Collector for Visual Studio 2019 (version 16.8)","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","","ü","","ü","","","ü",""
"Interconnect 2004","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","","","","ü",""
"Interconnect 2004 Service Pack","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","","","","ü",""
"Interconnect 2007","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","","","","ü",""
"Interconnect 2007 Service Pack","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","","","","ü",""
"Interix 2.2","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","","ü","ü","ü",""
"Internet Explorer 6.0","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","","ü","ü","ü",""
"Internet Explorer 6.0 Service Pack","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","","ü","ü","ü",""
"ISA 2004 Enterprise","ü","ü","ü","","ü","","","","","ü","ü","ü","ü","ü","","ü","ü","ü","","","ü","ü","ü",""
"ISA 2004 SDK","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","","ü","ü","ü",""
"ISA 2004 Service Pack","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","","","","ü",""
"ISA 2004 Standard","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","","","","ü",""
"ISA 2006 Enterprise","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","ü","","","ü",""
"ISA 2006 SDK","ü","ü","ü","","ü","ü","ü","","","ü","","","ü","ü","ü","ü","ü","ü","","ü","","","ü",""
"ISA 2006 Standard","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","ü","","","ü",""
"ISDN DDK","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","","ü","ü","ü",""
"Kinect for Windows Developer Toolkit v1.6","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü",""
"Kinect for Windows Developer Toolkit v1.7","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü",""
"Kinect for Windows Developer Toolkit v1.8","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü",""
"Kinect for Windows SDK 11.0 Language Pack","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü","ü"
"Kinect for Windows SDK 2.0","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü","ü"
"Kinect for Windows SDK 2.0 Language Pack","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü","ü"
"Kinect for Windows SDK v1.0","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","","ü","ü","ü",""
"Kinect for Windows SDK v1.5","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü","ü"
"Kinect for Windows SDK v1.5.0","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","",""
"Kinect for Windows SDK v1.5.1","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","",""
"Kinect for Windows SDK v1.6","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü",""
"Kinect for Windows SDK v1.7","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü",""
"Kinect for Windows SDK v1.8","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü","ü"
"Live Communications Server 2003 Standard","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","","","","ü",""
"Live Communications Server 2005","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","ü","","","ü",""
"Live Communications Server 2005 Enterprise","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","ü","","","ü",""
"Live Communications Server 2005 SDK and DDKs","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","ü","","","ü",""
"Live Communications Server 2005 Service Pack 1","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","ü","","","ü",""
"Live Communications Server 2005 Standard","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","ü","","","ü",""
"Log Parser","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","","ü","ü","ü",""
"Lync 2010","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","ü","","","ü",""
"Lync 2013","","","","","","","","","","","","","","","","","","","","ü","","","",""
"Lync 2013 with Service Pack 1","","","","","","","","","","","","","","","","","","","","ü","","","",""
"Lync for Mac 2011","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","","","","ü",""
"Lync Server 2010","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","ü","","","ü",""
"Lync Server 2010 SDK","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","ü","","","ü",""
"Lync Server 2013","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","ü","","","ü",""
"Machine Learning Server 9.2.1 for Hadoop","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü","ü"
"Machine Learning Server 9.2.1 for Linux","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü","ü"
"Machine Learning Server 9.2.1 for Windows","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü","ü"
"Machine Learning Server 9.3.0 for Hadoop","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü","ü"
"Machine Learning Server 9.3.0 for Linux","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü","ü"
"Machine Learning Server 9.3.0 for Windows","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü","ü"
"Machine Learning Server 9.4.7 for Hadoop","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü","ü"
"Machine Learning Server 9.4.7 for Linux","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü","ü"
"Machine Learning Server 9.4.7 for Windows","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü","ü"
"Macro Assembler 6.11","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","ü","","","ü",""
"MapPoint 2004","ü","ü","ü","","ü","","","","","ü","ü","ü","ü","ü","","ü","ü","ü","","","ü","ü","ü",""
"MapPoint 2006 Standard","ü","ü","ü","","ü","","","","","ü","ü","ü","ü","ü","","ü","ü","ü","","","","","ü",""
"MapPoint 2009","ü","ü","ü","","ü","","","","","ü","ü","ü","ü","ü","","ü","ü","ü","","","","","ü",""
"MapPoint 2010","ü","ü","ü","","ü","","","","","ü","ü","ü","ü","ü","","ü","ü","ü","","ü","","","ü",""
"MapPoint 2011","ü","ü","ü","","ü","","","","","ü","ü","ü","ü","ü","","ü","ü","ü","","ü","","","ü",""
"MapPoint 2013","ü","ü","ü","","ü","","","","","ü","ü","ü","ü","ü","","ü","ü","ü","","ü","","","ü",""
"MDAC","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","","ü","ü","ü",""
"MDAC 2.8","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","","ü","ü","ü",""
"Microsoft .NET Framework 4 for Server Core","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","","ü","","ü","ü","ü","ü",""
"Microsoft Azure - 2.4","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü","ü"
"Microsoft Azure - 2.5","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü","ü"
"Microsoft Azure - 2.6","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü","ü"
"Microsoft Azure SQL Edge","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü","ü"
"Microsoft Azure Tools for Visual Studio 2012 - 2.4","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü",""
"Microsoft Azure Tools for Visual Studio 2012 - 2.5","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü",""
"Microsoft Azure Tools for Visual Studio 2012 - 2.6","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü",""
"Microsoft Build Tools 2013","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","","","ü","ü"
"Microsoft Build Tools 2015","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","","","ü","ü"
"Microsoft Build Tools 2015 Update 2","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","","","ü","ü"
"Microsoft Build Tools 2015 Update 3","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","","","ü","ü"
"Microsoft Deployment Agent","ü","ü","ü","","ü","ü","ü","","","ü","ü","ü","ü","ü","","ü","ü","ü","","","","","ü",""
"Microsoft Deployment Agent 2013 with Update 1","ü","ü","ü","","ü","ü","ü","","","ü","ü","ü","ü","ü","","ü","ü","ü","","","","","ü",""
"Microsoft Deployment Agent 2013 with Update 2","ü","ü","ü","","ü","ü","ü","","","ü","ü","ü","ü","ü","","ü","ü","ü","","","","","ü",""
"Microsoft Deployment Agent 2013 with Update 3","ü","ü","ü","","ü","ü","ü","","","ü","ü","ü","ü","ü","","ü","ü","ü","","","","","ü",""
"Microsoft Deployment Agent 2013 with Update 4","ü","ü","ü","","ü","ü","ü","","","ü","ü","ü","ü","ü","","ü","ü","ü","","","","","ü",""
"Microsoft Deployment Agent 2015","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","","","ü",""
"Microsoft Deployment Agent 2015 Update 1","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","","","ü",""
"Microsoft Deployment Agent 2015 Update 2","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","","","ü",""
"Microsoft Deployment Agent 2015 Update 3","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","","","ü",""
"Microsoft Endpoint Configuration Manager (current branch – version 2002)","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","ü","","","ü",""
"Microsoft Hyper-V Server 2012","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü",""
"Microsoft Hyper-V Server 2012 Debug/Checked","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü",""
"Microsoft Hyper-V Server 2012 R2","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü",""
"Microsoft Hyper-V Server 2012 R2 Debug/Checked","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü",""
"Microsoft Hyper-V Server 2016","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü",""
"Microsoft Hyper-V Server 2016 (updated Feb 2018)","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü",""
"Microsoft Hyper-V Server 2016 (updated Jan 2017)","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü",""
"Microsoft Hyper-V Server 2019","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü",""
"Microsoft Hyper-V Server 2019 (updated Sept 2019)","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü",""
"Microsoft Identity Manager 2016","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","","","","ü",""
"Microsoft Identity Manager 2016 with Service Pack 1","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","","","","ü",""
"Microsoft Identity Manager 2016 with Service pack 2","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","","","","ü",""
"Microsoft Operations Manager 2000","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","","","","ü",""
"Microsoft Operations Manager 2000 Service Pack 1","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","","","","ü",""
"Microsoft Operations Manager 2005","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","ü","","","ü",""
"Microsoft Operations Manager 2005 Service Pack 1","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","ü","","","ü",""
"Microsoft R Client","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü","ü"
"Microsoft R Client 3.3.2 (Updated Dec 2016)","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü","ü"
"Microsoft R Client 9.4.7","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü","ü"
"Microsoft R Server 8.0.5","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü","ü"
"Microsoft R Server 9.0.1","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü","ü"
"Microsoft R Server 9.1.0","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü","ü"
"Mobile Information 2001 Server Developer","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","","","","ü",""
"Mobile Information 2002 Server Developer","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","","","","ü",""
"Mobile Internet Toolkit SDK and DDKs","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","","ü","ü","ü",""
"Modeling SDK for Visual Studio 2015 Update 2","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","","","ü","ü"
"Modeling SDK for Visual Studio 2015 Update 3","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","","","ü","ü"
"Modem Developer Kit","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","","ü","ü","ü",""
"MS-DOS","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü",""
"MSDN Online Web Resource","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","","ü","ü","ü",""
"MSXML 4.0 Service Pack","ü","ü","ü","","ü","ü","ü","ü","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","","ü","ü","ü",""
"MSYubin7 1.5 SDK and DDKs","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","","","","ü",""
"Multibyte MFC Library for Visual Studio 2013","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","","ü","","ü","","","ü","ü"
"Navision 4.0 with Service Pack 2","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","","","","ü",""
"ODBC Data Packs","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","","","","ü",""
"Office 2003 Professional","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","","","","ü",""
"Office 2003 Professional Enterprise","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","","","","ü",""
"Office 2003 Proofing Tools","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","","","","ü",""
"Office 2003 SDK and DDKs","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","","","","ü",""
"Office 2003 Service Pack","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","","","","ü",""
"Office 2003 Standard","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","","","","ü",""
"Office 2007 Enterprise","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","","","","ü",""
"Office 2007 Language Pack","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","","","","ü",""
"Office 2007 Professional","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","","","","ü",""
"Office 2007 Professional Plus","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","","","","ü",""
"Office 2007 Proofing Tools","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","","","","ü",""
"Office 2007 SDK","ü","ü","ü","","ü","ü","ü","","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","ü","ü","ü","ü",""
"Office 2007 Service Pack","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","","","","ü",""
"Office 2007 Standard","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","","","","ü",""
"Office 2007 Ultimate","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","","","","ü",""
"Office 2010 Language Pack","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","","","","ü",""
"Office 2010 Proofing Tools","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","","","","ü",""
"Office 2010 Service Pack 1","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","","","","ü",""
"Office 2010 Service Pack 2","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","","","","ü",""
"Office 2013 Language Pack","ü","ü","ü","","ü","","","","","","","","","ü","ü","ü","ü","ü","","","","","ü","ü"
"Office 2013 Language Pack with Service Pack 1","ü","ü","ü","","ü","","","","","","","","","ü","ü","ü","ü","ü","","","","","ü","ü"
"Office 2019","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","","","","ü",""
"Office 2019 (DVD)","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","","","","ü",""
"Office 95 Professional","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","","","","ü",""
"Office Accounting 2007 SDK","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","ü","","","ü",""
"Office Accounting Express","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","","","","ü",""
"Office Accounting Professional","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","ü","","","ü",""
"Office Accounting Service Pack","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","ü","","","ü",""
"Office Communications Server 2007 Enterprise","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","ü","","","ü",""
"Office Communications Server 2007 R2 Enterprise","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","ü","","","ü",""
"Office Communications Server 2007 R2 Standard","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","ü","","","ü",""
"Office Communications Server 2007 Standard","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","ü","","","ü",""
"Office Communicator 2005","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","","","","ü",""
"Office Communicator 2007","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","ü","","","ü",""
"Office Communicator 2007 R2","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","ü","","","ü",""
"Office Communicator 2007 SDK","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","ü","","","ü",""
"Office Communicator Mobile","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","","","","ü",""
"Office Communicator Web Access","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","","","","ü",""
"Office Communicator Web SDK and DDKs","ü","ü","ü","","ü","ü","ü","","","ü","ü","ü","ü","ü","ü","ü","ü","ü","","","ü","ü","ü",""
"Office for Mac 2011 Service Pack","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","","","","ü",""
"Office for Mac Home and Business 2011","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","","","","ü",""
"Office Forms Server 2007","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","","","","ü",""
"Office Forms Server 2007 Service Pack","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","ü","","","ü",""
"Office Home and Business 2016 for Mac","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","","","","ü",""
"Office Home and Business for Mac 2019","ü","ü","ü","","ü","","","","","","","","","ü","","ü","ü","ü","","","","","ü",""
"Office Online Server (Last updated March 2017)","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","","","","ü",""
"Office Online Server (Last updated May 2016)","ü","ü","ü","","ü","","","","","","","","ü","ü","","ü","ü","ü","","","","","ü",""
